date,store_id,item_id,category,sales_units,on_promotion,base_price,unit_cost,shelf_life_days,holding_cost_per_day,spoilage_cost_per_unit,stockout_cost_per_unit
2024-06-18,STORE_03,ITEM_BAKERY_01,Bakery,23,0,50.45,33.21,3,0.91,39.85,66.93
2024-06-18,STORE_03,ITEM_BAKERY_02,Bakery,18,0,26.09,15.02,3,0.32,20.29,59.79
2024-06-18,STORE_03,ITEM_DAIRY_01,Dairy,45,0,65.06,35.95,7,1.73,42.14,74.8
2024-06-18,STORE_03,ITEM_DAIRY_02,Dairy,31,0,39.64,20.82,7,0.52,28.61,69.58
2024-06-18,STORE_03,ITEM_MEAT_01,Meat,25,0,197.75,124.22,5,4.85,124.99,114.18
2024-06-18,STORE_03,ITEM_MEAT_02,Meat,15,0,131.01,65.84,5,1.32,66.78,110.6
2024-06-18,STORE_03,ITEM_PRODUCE_01,Produce,18,0,32.74,16.5,4,0.62,22.31,65.09
2024-06-18,STORE_03,ITEM_PRODUCE_02,Produce,11,0,23.07,13.86,4,0.5,19.67,59.78
2024-06-18,STORE_04,ITEM_BAKERY_01,Bakery,13,0,48.14,33.72,3,0.88,40.46,68.19
2024-06-18,STORE_04,ITEM_BAKERY_02,Bakery,11,0,25.52,15.09,3,0.31,19.66,58.17
2024-06-18,STORE_04,ITEM_DAIRY_01,Dairy,62,0,58.17,36.08,7,1.61,41.51,79.01
2024-06-18,STORE_04,ITEM_DAIRY_02,Dairy,39,0,38.96,20.87,7,0.5,29.75,68.59
2024-06-18,STORE_04,ITEM_MEAT_01,Meat,22,0,194.89,125.87,5,4.89,128.82,115.56
2024-06-18,STORE_04,ITEM_MEAT_02,Meat,23,0,121.15,65.06,5,1.42,65.73,108.66
2024-06-18,STORE_04,ITEM_PRODUCE_01,Produce,24,0,33.88,16.43,4,0.6,22.98,65.95
2024-06-18,STORE_04,ITEM_PRODUCE_02,Produce,12,0,22.41,13.78,4,0.49,19.55,58.22
2024-06-18,STORE_05,ITEM_BAKERY_01,Bakery,16,0,49.93,33.41,3,0.91,40.63,68.28
2024-06-18,STORE_05,ITEM_BAKERY_02,Bakery,10,0,24.1,15.43,3,0.33,20.45,58.45
2024-06-18,STORE_05,ITEM_DAIRY_01,Dairy,41,0,61.95,35.9,7,1.6,41.49,72.29
2024-06-18,STORE_05,ITEM_DAIRY_02,Dairy,31,0,39.74,20.59,7,0.51,28.98,71.83
2024-06-18,STORE_05,ITEM_MEAT_01,Meat,19,0,190.99,124.46,5,4.66,127.57,115.99
2024-06-18,STORE_05,ITEM_MEAT_02,Meat,23,0,126.93,65.34,5,1.41,66.52,106.36
2024-06-18,STORE_05,ITEM_PRODUCE_01,Produce,22,0,32.02,16.25,4,0.61,23.17,67.41
2024-06-18,STORE_05,ITEM_PRODUCE_02,Produce,16,0,22.62,13.66,4,0.51,19.43,57.94
2024-06-18,STORE_06,ITEM_BAKERY_01,Bakery,18,0,48.53,33.47,3,0.92,38.57,63.71
2024-06-18,STORE_06,ITEM_BAKERY_02,Bakery,20,0,25.03,15.33,3,0.32,19.8,57.82
2024-06-18,STORE_06,ITEM_DAIRY_01,Dairy,36,0,59.1,36.37,7,1.66,42.65,73.58
2024-06-18,STORE_06,ITEM_DAIRY_02,Dairy,16,0,40.21,20.55,7,0.5,28.46,66.55
2024-06-18,STORE_06,ITEM_MEAT_01,Meat,24,0,193.1,125.36,5,4.76,119.31,113.46
2024-06-18,STORE_06,ITEM_MEAT_02,Meat,17,0,122.34,65.41,5,1.43,66.02,105.86
2024-06-18,STORE_06,ITEM_PRODUCE_01,Produce,36,0,32.55,16.23,4,0.59,23.34,67.72
2024-06-18,STORE_06,ITEM_PRODUCE_02,Produce,8,0,23.28,13.9,4,0.5,19.13,60.15
2024-06-18,STORE_07,ITEM_BAKERY_01,Bakery,16,0,49.81,33.29,3,0.91,39.74,66.47
2024-06-18,STORE_07,ITEM_BAKERY_02,Bakery,22,0,25.98,15.25,3,0.32,20.13,61.34
2024-06-18,STORE_07,ITEM_DAIRY_01,Dairy,34,0,62.15,36.38,7,1.67,41.99,74.73
2024-06-18,STORE_07,ITEM_DAIRY_02,Dairy,37,0,35.86,20.59,7,0.5,28.35,68.4
2024-06-18,STORE_07,ITEM_MEAT_01,Meat,20,0,191.26,125.2,5,4.69,128.7,123.25
2024-06-18,STORE_07,ITEM_MEAT_02,Meat,12,0,126.53,64.94,5,1.39,67.44,112.85
2024-06-18,STORE_07,ITEM_PRODUCE_01,Produce,32,0,33.02,16.3,4,0.6,21.6,69.15
2024-06-18,STORE_07,ITEM_PRODUCE_02,Produce,24,0,23.19,13.98,4,0.51,19.04,58.53
2024-06-18,STORE_08,ITEM_BAKERY_01,Bakery,18,0,49.77,33.93,3,0.86,40.82,69.01
2024-06-18,STORE_08,ITEM_BAKERY_02,Bakery,16,0,25.45,15.18,3,0.32,20.02,60.36
2024-06-18,STORE_08,ITEM_DAIRY_01,Dairy,24,0,60.7,36.46,7,1.62,42.3,74.2
2024-06-18,STORE_08,ITEM_DAIRY_02,Dairy,32,0,38.83,20.47,7,0.5,28.37,69.93
2024-06-18,STORE_08,ITEM_MEAT_01,Meat,26,0,196.57,122.69,5,4.91,124.81,117.85
2024-06-18,STORE_08,ITEM_MEAT_02,Meat,15,0,122.48,64.06,5,1.38,67.44,107.54
2024-06-18,STORE_08,ITEM_PRODUCE_01,Produce,25,0,31.72,16.19,4,0.59,22.35,66.63
2024-06-18,STORE_08,ITEM_PRODUCE_02,Produce,26,0,23.05,13.97,4,0.51,19.95,59.2
2024-06-19,STORE_01,ITEM_BAKERY_01,Bakery,23,0,50.73,33.72,3,0.88,39.93,66.87
2024-06-19,STORE_01,ITEM_BAKERY_02,Bakery,14,0,25.28,15.26,3,0.32,19.17,58.71
2024-06-19,STORE_01,ITEM_DAIRY_01,Dairy,39,0,62.07,36.1,7,1.63,42.66,76.04
2024-06-19,STORE_01,ITEM_DAIRY_02,Dairy,28,0,38.23,20.61,7,0.51,29.62,69.37
2024-06-19,STORE_01,ITEM_MEAT_01,Meat,17,0,199.52,124.39,5,4.79,128.58,112.63
2024-06-19,STORE_01,ITEM_MEAT_02,Meat,25,1,132.69,65.33,5,1.39,68.21,107.09
2024-06-19,STORE_01,ITEM_PRODUCE_01,Produce,15,0,35.42,16.37,4,0.61,22.95,65.05
2024-06-19,STORE_01,ITEM_PRODUCE_02,Produce,12,0,22.93,13.92,4,0.52,20.01,58.75
2024-06-19,STORE_02,ITEM_BAKERY_01,Bakery,29,0,50.84,33.44,3,0.9,39.62,67.27
2024-06-19,STORE_02,ITEM_BAKERY_02,Bakery,12,0,25.12,15.15,3,0.33,20.03,58.58
2024-06-19,STORE_02,ITEM_DAIRY_01,Dairy,37,0,62.36,36.02,7,1.67,42.49,76.48
2024-06-19,STORE_02,ITEM_DAIRY_02,Dairy,33,0,40.02,20.07,7,0.5,28.56,69.36
2024-06-19,STORE_02,ITEM_MEAT_01,Meat,15,0,194.98,125.33,5,4.77,126.94,116.44
2024-06-19,STORE_02,ITEM_MEAT_02,Meat,13,1,126.01,65.63,5,1.4,66.32,111.24
2024-06-19,STORE_02,ITEM_PRODUCE_01,Produce,32,0,32.66,16.16,4,0.62,22.61,65.93
2024-06-19,STORE_02,ITEM_PRODUCE_02,Produce,7,0,23.02,13.79,4,0.51,19.86,58.7
2024-06-19,STORE_03,ITEM_BAKERY_01,Bakery,27,0,49.21,33.71,3,0.9,40.72,66.36
2024-06-19,STORE_03,ITEM_BAKERY_02,Bakery,19,0,26.34,15.53,3,0.31,19.83,58.73
2024-06-19,STORE_03,ITEM_DAIRY_01,Dairy,51,0,64.93,35.65,7,1.62,42.61,74.06
2024-06-19,STORE_03,ITEM_DAIRY_02,Dairy,42,0,40.36,20.56,7,0.51,28.99,68.04
2024-06-19,STORE_03,ITEM_MEAT_01,Meat,33,0,198.02,125.06,5,4.83,123.77,116.71
2024-06-19,STORE_03,ITEM_MEAT_02,Meat,30,1,133.0,64.34,5,1.4,69.15,112.21
2024-06-19,STORE_03,ITEM_PRODUCE_01,Produce,25,0,32.62,16.37,4,0.62,22.28,66.62
2024-06-19,STORE_03,ITEM_PRODUCE_02,Produce,11,0,23.81,13.99,4,0.52,20.09,57.43
2024-06-19,STORE_04,ITEM_BAKERY_01,Bakery,11,0,48.3,33.27,3,0.89,40.33,66.72
2024-06-19,STORE_04,ITEM_BAKERY_02,Bakery,16,0,25.82,15.32,3,0.32,19.17,57.69
2024-06-19,STORE_04,ITEM_DAIRY_01,Dairy,50,0,59.27,36.74,7,1.68,42.38,75.76
2024-06-19,STORE_04,ITEM_DAIRY_02,Dairy,38,0,38.35,20.69,7,0.52,28.45,67.26
2024-06-19,STORE_04,ITEM_MEAT_01,Meat,31,0,194.01,126.04,5,4.7,124.76,115.56
2024-06-19,STORE_04,ITEM_MEAT_02,Meat,22,1,122.64,64.38,5,1.37,69.32,107.65
2024-06-19,STORE_04,ITEM_PRODUCE_01,Produce,22,0,33.95,16.64,4,0.6,22.16,63.32
2024-06-19,STORE_04,ITEM_PRODUCE_02,Produce,17,0,22.49,13.81,4,0.51,19.34,60.2
2024-06-19,STORE_05,ITEM_BAKERY_01,Bakery,13,0,50.67,33.48,3,0.92,40.44,66.94
2024-06-19,STORE_05,ITEM_BAKERY_02,Bakery,12,0,23.97,14.98,3,0.31,20.01,60.17
2024-06-19,STORE_05,ITEM_DAIRY_01,Dairy,36,0,60.79,36.16,7,1.61,43.26,75.39
2024-06-19,STORE_05,ITEM_DAIRY_02,Dairy,41,0,40.2,20.49,7,0.52,27.63,68.66
2024-06-19,STORE_05,ITEM_MEAT_01,Meat,20,0,187.14,123.19,5,4.74,125.31,118.71
2024-06-19,STORE_05,ITEM_MEAT_02,Meat,20,1,124.9,64.93,5,1.39,65.39,112.53
2024-06-19,STORE_05,ITEM_PRODUCE_01,Produce,24,0,32.7,16.45,4,0.6,22.61,66.91
2024-06-19,STORE_05,ITEM_PRODUCE_02,Produce,34,0,22.34,13.84,4,0.49,18.87,58.89
2024-06-19,STORE_06,ITEM_BAKERY_01,Bakery,19,0,49.03,33.16,3,0.9,39.84,65.32
2024-06-19,STORE_06,ITEM_BAKERY_02,Bakery,35,0,24.75,15.27,3,0.32,19.87,58.09
2024-06-19,STORE_06,ITEM_DAIRY_01,Dairy,33,0,61.03,35.99,7,1.66,43.38,74.89
2024-06-19,STORE_06,ITEM_DAIRY_02,Dairy,28,0,39.33,20.23,7,0.52,28.51,69.3
2024-06-19,STORE_06,ITEM_MEAT_01,Meat,27,0,188.75,125.16,5,4.87,122.75,116.59
2024-06-19,STORE_06,ITEM_MEAT_02,Meat,26,1,123.09,63.68,5,1.36,67.58,110.82
2024-06-19,STORE_06,ITEM_PRODUCE_01,Produce,27,0,32.74,15.94,4,0.6,22.55,65.34
2024-06-19,STORE_06,ITEM_PRODUCE_02,Produce,8,0,23.31,13.72,4,0.51,19.73,59.52
2024-06-19,STORE_07,ITEM_BAKERY_01,Bakery,8,0,49.44,33.64,3,0.91,38.92,65.32
2024-06-19,STORE_07,ITEM_BAKERY_02,Bakery,12,0,25.78,15.15,3,0.32,20.42,60.48
2024-06-19,STORE_07,ITEM_DAIRY_01,Dairy,19,0,61.85,35.98,7,1.63,43.29,76.24
2024-06-19,STORE_07,ITEM_DAIRY_02,Dairy,30,0,36.39,20.59,7,0.5,27.32,68.62
2024-06-19,STORE_07,ITEM_MEAT_01,Meat,25,0,189.84,125.32,5,4.69,125.01,116.89
2024-06-19,STORE_07,ITEM_MEAT_02,Meat,24,1,127.6,64.54,5,1.39,67.7,110.71
2024-06-19,STORE_07,ITEM_PRODUCE_01,Produce,29,0,31.98,16.56,4,0.59,22.6,64.65
2024-06-19,STORE_07,ITEM_PRODUCE_02,Produce,18,0,22.36,13.75,4,0.5,19.61,60.44
2024-06-19,STORE_08,ITEM_BAKERY_01,Bakery,19,0,49.12,33.21,3,0.9,39.36,66.2
2024-06-19,STORE_08,ITEM_BAKERY_02,Bakery,14,0,25.18,14.99,3,0.34,20.67,60.49
2024-06-19,STORE_08,ITEM_DAIRY_01,Dairy,35,0,61.17,36.48,7,1.62,42.47,76.25
2024-06-19,STORE_08,ITEM_DAIRY_02,Dairy,26,0,38.67,20.69,7,0.52,28.46,67.55
2024-06-19,STORE_08,ITEM_MEAT_01,Meat,20,0,201.49,125.38,5,4.92,130.21,119.66
2024-06-19,STORE_08,ITEM_MEAT_02,Meat,13,1,124.52,64.42,5,1.37,69.74,109.83
2024-06-19,STORE_08,ITEM_PRODUCE_01,Produce,26,0,32.3,16.32,4,0.6,21.86,67.24
2024-06-19,STORE_08,ITEM_PRODUCE_02,Produce,18,0,23.18,14.01,4,0.52,20.04,58.11
2024-06-20,STORE_01,ITEM_BAKERY_01,Bakery,18,0,49.3,33.73,3,0.91,39.0,64.8
2024-06-20,STORE_01,ITEM_BAKERY_02,Bakery,20,0,25.08,15.14,3,0.32,20.32,60.15
2024-06-20,STORE_01,ITEM_DAIRY_01,Dairy,41,0,62.92,36.57,7,1.69,41.14,74.89
2024-06-20,STORE_01,ITEM_DAIRY_02,Dairy,18,0,38.59,20.39,7,0.5,28.08,67.93
2024-06-20,STORE_01,ITEM_MEAT_01,Meat,15,0,205.3,125.59,5,4.74,127.39,116.96
2024-06-20,STORE_01,ITEM_MEAT_02,Meat,24,0,131.34,64.5,5,1.37,67.38,110.04
2024-06-20,STORE_01,ITEM_PRODUCE_01,Produce,27,0,34.79,16.43,4,0.6,22.74,66.93
2024-06-20,STORE_01,ITEM_PRODUCE_02,Produce,14,0,22.59,14.01,4,0.5,18.94,59.27
2024-06-20,STORE_02,ITEM_BAKERY_01,Bakery,21,0,51.41,34.1,3,0.94,39.65,64.62
2024-06-20,STORE_02,ITEM_BAKERY_02,Bakery,10,0,25.2,15.12,3,0.32,20.16,56.73
2024-06-20,STORE_02,ITEM_DAIRY_01,Dairy,22,0,62.13,36.41,7,1.62,41.57,76.35
2024-06-20,STORE_02,ITEM_DAIRY_02,Dairy,25,0,41.26,20.58,7,0.52,29.08,67.82
2024-06-20,STORE_02,ITEM_MEAT_01,Meat,13,0,196.54,125.75,5,4.71,125.71,119.23
2024-06-20,STORE_02,ITEM_MEAT_02,Meat,17,0,124.19,64.0,5,1.4,68.52,109.18
2024-06-20,STORE_02,ITEM_PRODUCE_01,Produce,20,0,32.26,16.47,4,0.63,22.62,66.2
2024-06-20,STORE_02,ITEM_PRODUCE_02,Produce,21,0,22.65,13.95,4,0.54,19.73,60.4
2024-06-20,STORE_03,ITEM_BAKERY_01,Bakery,21,0,50.44,33.51,3,0.94,38.04,67.02
2024-06-20,STORE_03,ITEM_BAKERY_02,Bakery,22,0,25.97,15.23,3,0.33,20.49,60.55
2024-06-20,STORE_03,ITEM_DAIRY_01,Dairy,47,0,64.53,36.06,7,1.64,42.47,75.83
2024-06-20,STORE_03,ITEM_DAIRY_02,Dairy,27,0,39.49,20.19,7,0.52,28.63,67.57
2024-06-20,STORE_03,ITEM_MEAT_01,Meat,26,0,197.83,125.49,5,4.75,128.22,119.14
2024-06-20,STORE_03,ITEM_MEAT_02,Meat,16,0,133.39,64.46,5,1.4,67.71,110.0
2024-06-20,STORE_03,ITEM_PRODUCE_01,Produce,22,0,32.2,16.38,4,0.6,22.89,67.3
2024-06-20,STORE_03,ITEM_PRODUCE_02,Produce,11,0,24.05,13.97,4,0.49,19.35,58.42
2024-06-20,STORE_04,ITEM_BAKERY_01,Bakery,18,0,47.99,33.91,3,0.9,40.41,66.0
2024-06-20,STORE_04,ITEM_BAKERY_02,Bakery,9,0,25.33,15.53,3,0.31,20.07,60.34
2024-06-20,STORE_04,ITEM_DAIRY_01,Dairy,44,0,60.07,36.03,7,1.69,42.06,75.98
2024-06-20,STORE_04,ITEM_DAIRY_02,Dairy,49,0,38.65,20.39,7,0.49,28.68,66.63
2024-06-20,STORE_04,ITEM_MEAT_01,Meat,15,0,191.62,123.1,5,4.87,128.92,112.15
2024-06-20,STORE_04,ITEM_MEAT_02,Meat,7,0,125.14,64.35,5,1.42,66.3,107.01
2024-06-20,STORE_04,ITEM_PRODUCE_01,Produce,12,0,33.13,16.35,4,0.59,22.7,66.26
2024-06-20,STORE_04,ITEM_PRODUCE_02,Produce,11,0,22.32,14.01,4,0.51,19.23,57.03
2024-06-20,STORE_05,ITEM_BAKERY_01,Bakery,14,0,50.46,33.08,3,0.93,38.72,65.4
2024-06-20,STORE_05,ITEM_BAKERY_02,Bakery,12,0,23.89,15.45,3,0.32,20.17,59.42
2024-06-20,STORE_05,ITEM_DAIRY_01,Dairy,35,0,59.95,36.58,7,1.61,42.52,78.05
2024-06-20,STORE_05,ITEM_DAIRY_02,Dairy,52,0,40.37,20.44,7,0.51,28.16,67.85
2024-06-20,STORE_05,ITEM_MEAT_01,Meat,17,0,192.18,124.32,5,4.65,129.99,118.41
2024-06-20,STORE_05,ITEM_MEAT_02,Meat,20,0,123.99,64.14,5,1.39,67.33,114.48
2024-06-20,STORE_05,ITEM_PRODUCE_01,Produce,21,0,32.45,16.35,4,0.59,22.75,66.6
2024-06-20,STORE_05,ITEM_PRODUCE_02,Produce,16,0,22.43,13.71,4,0.5,20.18,58.29
2024-06-20,STORE_06,ITEM_BAKERY_01,Bakery,17,0,48.16,33.34,3,0.92,39.69,65.81
2024-06-20,STORE_06,ITEM_BAKERY_02,Bakery,18,0,24.3,15.3,3,0.33,20.67,58.53
2024-06-20,STORE_06,ITEM_DAIRY_01,Dairy,33,0,61.7,36.17,7,1.62,43.93,75.17
2024-06-20,STORE_06,ITEM_DAIRY_02,Dairy,25,0,39.66,20.34,7,0.5,27.9,67.18
2024-06-20,STORE_06,ITEM_MEAT_01,Meat,31,0,194.2,126.38,5,4.82,124.53,116.83
2024-06-20,STORE_06,ITEM_MEAT_02,Meat,8,0,122.31,64.28,5,1.37,69.58,108.0
2024-06-20,STORE_06,ITEM_PRODUCE_01,Produce,23,0,32.57,16.1,4,0.58,23.17,67.79
2024-06-20,STORE_06,ITEM_PRODUCE_02,Produce,13,0,22.8,13.87,4,0.5,19.27,58.32
2024-06-20,STORE_07,ITEM_BAKERY_01,Bakery,15,0,49.56,33.49,3,0.86,39.11,67.13
2024-06-20,STORE_07,ITEM_BAKERY_02,Bakery,20,0,25.58,15.12,3,0.32,19.86,61.05
2024-06-20,STORE_07,ITEM_DAIRY_01,Dairy,30,0,61.29,35.94,7,1.67,43.39,73.77
2024-06-20,STORE_07,ITEM_DAIRY_02,Dairy,34,0,35.97,21.21,7,0.5,28.2,68.51
2024-06-20,STORE_07,ITEM_MEAT_01,Meat,10,0,191.41,124.24,5,4.85,126.35,119.31
2024-06-20,STORE_07,ITEM_MEAT_02,Meat,14,0,126.14,63.57,5,1.39,68.23,112.16
2024-06-20,STORE_07,ITEM_PRODUCE_01,Produce,40,0,32.24,16.24,4,0.61,23.12,64.53
2024-06-20,STORE_07,ITEM_PRODUCE_02,Produce,29,0,22.39,13.67,4,0.52,19.38,57.79
2024-06-20,STORE_08,ITEM_BAKERY_01,Bakery,13,0,49.68,33.47,3,0.94,39.83,65.57
2024-06-20,STORE_08,ITEM_BAKERY_02,Bakery,15,0,25.38,15.3,3,0.33,19.89,58.53
2024-06-20,STORE_08,ITEM_DAIRY_01,Dairy,33,0,61.29,36.45,7,1.66,42.67,74.76
2024-06-20,STORE_08,ITEM_DAIRY_02,Dairy,35,0,39.11,20.59,7,0.5,27.64,67.85
2024-06-20,STORE_08,ITEM_MEAT_01,Meat,23,0,199.8,125.79,5,4.73,126.43,117.18
2024-06-20,STORE_08,ITEM_MEAT_02,Meat,13,0,123.73,63.72,5,1.38,67.54,110.86
2024-06-20,STORE_08,ITEM_PRODUCE_01,Produce,16,0,31.95,16.23,4,0.6,21.42,66.56
2024-06-20,STORE_08,ITEM_PRODUCE_02,Produce,11,0,23.15,13.98,4,0.52,19.19,60.19
2024-06-21,STORE_01,ITEM_BAKERY_01,Bakery,17,0,49.28,33.82,3,0.93,41.1,67.56
2024-06-21,STORE_01,ITEM_BAKERY_02,Bakery,25,0,25.74,15.27,3,0.32,19.62,60.29
2024-06-21,STORE_01,ITEM_DAIRY_01,Dairy,57,0,62.8,36.14,7,1.65,41.77,76.16
2024-06-21,STORE_01,ITEM_DAIRY_02,Dairy,21,0,37.23,20.71,7,0.51,28.05,68.62
2024-06-21,STORE_01,ITEM_MEAT_01,Meat,22,0,202.68,123.94,5,4.82,129.44,114.66
2024-06-21,STORE_01,ITEM_MEAT_02,Meat,32,1,132.98,64.96,5,1.42,68.05,108.47
2024-06-21,STORE_01,ITEM_PRODUCE_01,Produce,16,0,34.78,16.49,4,0.6,21.55,64.22
2024-06-21,STORE_01,ITEM_PRODUCE_02,Produce,24,0,22.67,13.92,4,0.5,19.65,58.87
2024-06-21,STORE_02,ITEM_BAKERY_01,Bakery,25,0,50.3,33.42,3,0.92,38.45,69.5
2024-06-21,STORE_02,ITEM_BAKERY_02,Bakery,10,0,24.91,15.28,3,0.32,19.74,59.26
2024-06-21,STORE_02,ITEM_DAIRY_01,Dairy,47,0,61.9,36.26,7,1.64,42.54,77.16
2024-06-21,STORE_02,ITEM_DAIRY_02,Dairy,48,0,40.84,20.79,7,0.51,28.88,68.97
2024-06-21,STORE_02,ITEM_MEAT_01,Meat,26,0,195.25,124.28,5,4.73,130.86,116.23
2024-06-21,STORE_02,ITEM_MEAT_02,Meat,23,1,124.78,64.42,5,1.37,69.8,112.46
2024-06-21,STORE_02,ITEM_PRODUCE_01,Produce,28,0,33.01,16.23,4,0.62,22.53,66.43
2024-06-21,STORE_02,ITEM_PRODUCE_02,Produce,25,0,22.83,14.0,4,0.52,19.37,56.96
2024-06-21,STORE_03,ITEM_BAKERY_01,Bakery,12,0,50.23,33.65,3,0.85,39.55,65.59
2024-06-21,STORE_03,ITEM_BAKERY_02,Bakery,18,0,26.37,15.17,3,0.32,20.43,59.92
2024-06-21,STORE_03,ITEM_DAIRY_01,Dairy,56,0,65.91,36.24,7,1.64,42.87,75.04
2024-06-21,STORE_03,ITEM_DAIRY_02,Dairy,35,0,39.75,20.47,7,0.52,27.87,66.45
2024-06-21,STORE_03,ITEM_MEAT_01,Meat,24,0,200.21,126.47,5,4.74,124.48,116.05
2024-06-21,STORE_03,ITEM_MEAT_02,Meat,19,1,131.11,64.78,5,1.45,66.62,111.93
2024-06-21,STORE_03,ITEM_PRODUCE_01,Produce,23,0,32.19,16.48,4,0.58,22.39,65.06
2024-06-21,STORE_03,ITEM_PRODUCE_02,Produce,15,0,23.67,13.82,4,0.52,18.93,57.02
2024-06-21,STORE_04,ITEM_BAKERY_01,Bakery,9,0,48.32,33.87,3,0.89,39.58,66.23
2024-06-21,STORE_04,ITEM_BAKERY_02,Bakery,6,0,24.91,15.35,3,0.31,19.63,59.14
2024-06-21,STORE_04,ITEM_DAIRY_01,Dairy,35,0,59.44,35.78,7,1.61,42.17,74.47
2024-06-21,STORE_04,ITEM_DAIRY_02,Dairy,38,0,38.19,20.64,7,0.5,28.49,68.23
2024-06-21,STORE_04,ITEM_MEAT_01,Meat,26,0,189.85,123.67,5,4.95,127.24,113.64
2024-06-21,STORE_04,ITEM_MEAT_02,Meat,25,1,124.72,64.27,5,1.4,67.56,109.94
2024-06-21,STORE_04,ITEM_PRODUCE_01,Produce,31,0,33.87,16.31,4,0.59,22.86,65.47
2024-06-21,STORE_04,ITEM_PRODUCE_02,Produce,19,0,22.97,13.96,4,0.49,19.28,56.76
2024-06-21,STORE_05,ITEM_BAKERY_01,Bakery,11,0,50.27,33.95,3,0.92,38.59,66.4
2024-06-21,STORE_05,ITEM_BAKERY_02,Bakery,19,0,24.03,15.22,3,0.31,20.37,58.08
2024-06-21,STORE_05,ITEM_DAIRY_01,Dairy,32,0,60.7,36.03,7,1.64,42.82,73.04
2024-06-21,STORE_05,ITEM_DAIRY_02,Dairy,26,0,40.24,20.48,7,0.49,28.37,66.79
2024-06-21,STORE_05,ITEM_MEAT_01,Meat,18,0,189.92,124.82,5,4.78,125.35,114.83
2024-06-21,STORE_05,ITEM_MEAT_02,Meat,24,1,124.01,64.98,5,1.43,71.07,111.42
2024-06-21,STORE_05,ITEM_PRODUCE_01,Produce,20,0,32.18,16.32,4,0.58,22.63,68.0
2024-06-21,STORE_05,ITEM_PRODUCE_02,Produce,12,0,21.99,13.88,4,0.51,19.42,58.45
2024-06-21,STORE_06,ITEM_BAKERY_01,Bakery,8,0,48.38,33.5,3,0.92,40.41,66.77
2024-06-21,STORE_06,ITEM_BAKERY_02,Bakery,24,0,24.45,15.42,3,0.31,20.12,60.06
2024-06-21,STORE_06,ITEM_DAIRY_01,Dairy,34,0,61.91,36.59,7,1.71,41.67,72.61
2024-06-21,STORE_06,ITEM_DAIRY_02,Dairy,31,0,40.55,20.33,7,0.51,28.0,70.17
2024-06-21,STORE_06,ITEM_MEAT_01,Meat,22,0,190.57,125.28,5,4.75,130.69,118.14
2024-06-21,STORE_06,ITEM_MEAT_02,Meat,28,1,121.29,63.5,5,1.44,66.74,112.85
2024-06-21,STORE_06,ITEM_PRODUCE_01,Produce,31,0,31.87,16.39,4,0.62,21.94,65.55
2024-06-21,STORE_06,ITEM_PRODUCE_02,Produce,18,0,23.21,14.03,4,0.49,19.32,58.32
2024-06-21,STORE_07,ITEM_BAKERY_01,Bakery,13,0,48.86,33.82,3,0.89,40.15,65.37
2024-06-21,STORE_07,ITEM_BAKERY_02,Bakery,17,0,25.46,15.17,3,0.31,20.27,59.56
2024-06-21,STORE_07,ITEM_DAIRY_01,Dairy,45,0,61.6,36.37,7,1.6,42.81,72.2
2024-06-21,STORE_07,ITEM_DAIRY_02,Dairy,24,0,36.13,20.87,7,0.5,28.89,67.73
2024-06-21,STORE_07,ITEM_MEAT_01,Meat,18,0,190.69,124.68,5,4.74,128.21,115.71
2024-06-21,STORE_07,ITEM_MEAT_02,Meat,31,1,125.98,63.42,5,1.4,68.24,113.7
2024-06-21,STORE_07,ITEM_PRODUCE_01,Produce,37,0,31.71,16.22,4,0.6,22.07,66.7
2024-06-21,STORE_07,ITEM_PRODUCE_02,Produce,17,0,22.47,13.94,4,0.51,19.44,60.02
2024-06-21,STORE_08,ITEM_BAKERY_01,Bakery,8,0,49.17,33.14,3,0.91,39.91,65.82
2024-06-21,STORE_08,ITEM_BAKERY_02,Bakery,14,0,25.4,15.39,3,0.31,19.89,59.88
2024-06-21,STORE_08,ITEM_DAIRY_01,Dairy,40,0,60.89,36.37,7,1.68,41.53,76.42
2024-06-21,STORE_08,ITEM_DAIRY_02,Dairy,36,0,38.57,20.46,7,0.51,28.42,66.99
2024-06-21,STORE_08,ITEM_MEAT_01,Meat,29,0,202.64,123.39,5,4.68,126.57,117.5
2024-06-21,STORE_08,ITEM_MEAT_02,Meat,28,1,123.0,64.88,5,1.4,66.46,115.1
2024-06-21,STORE_08,ITEM_PRODUCE_01,Produce,22,0,31.98,16.32,4,0.6,22.97,66.08
2024-06-21,STORE_08,ITEM_PRODUCE_02,Produce,31,0,23.16,13.83,4,0.5,19.3,57.18
2024-06-22,STORE_01,ITEM_BAKERY_01,Bakery,40,0,49.44,33.38,3,0.94,41.6,67.11
2024-06-22,STORE_01,ITEM_BAKERY_02,Bakery,33,0,25.52,15.09,3,0.32,19.04,56.01
2024-06-22,STORE_01,ITEM_DAIRY_01,Dairy,77,0,63.32,36.18,7,1.68,43.34,75.65
2024-06-22,STORE_01,ITEM_DAIRY_02,Dairy,42,0,37.31,20.4,7,0.52,28.83,68.97
2024-06-22,STORE_01,ITEM_MEAT_01,Meat,32,0,201.22,124.25,5,4.8,123.6,116.47
2024-06-22,STORE_01,ITEM_MEAT_02,Meat,25,0,130.11,62.96,5,1.38,67.69,115.51
